thetas_o, 20.0, 50.0
-90 ,0.0 ,0.0
-88 ,0.0 ,0.0
-86 ,0.0 ,0.0
-84 ,0.0 ,0.0
-82 ,0.0 ,0.0
-80 ,0.0 ,0.0
-78 ,0.0 ,0.0
-76 ,0.0 ,0.0
-74 ,0.0 ,0.0
-72 ,0.0 ,0.0
-70 ,0.2217407591688791 ,0.22818316175976283
-68 ,0.21695533874540396 ,0.25430754891703405
-66 ,0.25931757464049676 ,0.23736000025965215
-64 ,0.2325002335526828 ,0.2601857330523475
-62 ,0.21920299254733053 ,0.2672696604136154
-60 ,0.25497769904729883 ,0.2471086891230221
-58 ,0.25019619986282016 ,0.0
-56 ,0.24128371942041738 ,0.0
-54 ,0.25146453646967093 ,0.0
-52 ,0.24110502205440645 ,0.0
-50 ,0.24180875333284066 ,0.0
-48 ,0.24450379410928483 ,0.0
-46 ,0.2584895580183953 ,0.0
-44 ,0.23358094406755758 ,0.0
-42 ,0.24230973005658718 ,0.0
-40 ,0.25471208695295183 ,0.20724993727421057
-38 ,0.23924183887970188 ,0.27189924652084485
-36 ,0.2470851469868708 ,0.24743459850792307
-34 ,0.2620824032748164 ,0.2565153014804556
-32 ,0.26400007130856634 ,0.24251128628115118
-30 ,0.20608538602133392 ,0.24704389847548708
-28 ,0.0 ,0.25046048947301397
-26 ,0.0 ,0.24044784180516873
-24 ,0.0 ,0.2509242540720431
-22 ,0.0 ,0.24395029633717208
-20 ,0.0 ,0.25982163353444304
-18 ,0.0 ,0.2566006493321864
-16 ,0.0 ,0.2487992263464374
-14 ,0.0 ,0.23056634526200898
-12 ,0.0 ,0.25106224351840384
-10 ,0.20348496162998567 ,0.23939469580827627
-8 ,0.2588262968264117 ,0.25411034656070586
-6 ,0.26291340719202205 ,0.24873865075535131
-4 ,0.2710338407455105 ,0.24980533041708927
-2 ,0.2858328676324553 ,0.2343242855967318
0 ,0.26490733940444194 ,0.23811332974205723
2 ,0.2605958014445576 ,0.24334188961032782
4 ,0.276721441896617 ,0.2373702264965936
6 ,0.28366309285569385 ,0.231419947838589
8 ,0.28406186587717297 ,0.2615906465148265
10 ,0.2816346136188658 ,0.24965009130745328
12 ,0.3073309826572495 ,0.25683718051814514
14 ,0.3180786657690328 ,0.2491067550959106
16 ,0.38693463116273474 ,0.25130575553675927
18 ,0.42918859604762444 ,0.2605344789824549
20 ,0.4681000762373743 ,0.2662515401287411
22 ,0.480073142947594 ,0.25555722021137234
24 ,0.4441488315235094 ,0.26332879142381793
26 ,0.3896760749784689 ,0.2527375133930353
28 ,0.3396689128661619 ,0.27097460875203516
30 ,0.29777722504912063 ,0.27310174337650467
32 ,0.2896582125086715 ,0.27644682051320585
34 ,0.27931231248398725 ,0.28536387031286775
36 ,0.26177633366250974 ,0.2832379633889672
38 ,0.27559381889157897 ,0.30899355370995985
40 ,0.277165634901831 ,0.33345775970260383
42 ,0.2506920428305048 ,0.37137891313066396
44 ,0.25807725297854583 ,0.4582847790498458
46 ,0.2576830462153739 ,0.6109892194931437
48 ,0.2558283814330566 ,0.8630027257954433
50 ,0.2540699011277023 ,1.0837758849899788
52 ,0.27195618697495716 ,1.138283701631561
54 ,0.2749101060748976 ,1.0301008617102207
56 ,0.2657482965322975 ,0.8239716196815622
58 ,0.2564868815399562 ,0.6063182567297005
60 ,0.2525983620781579 ,0.47892676247536525
62 ,0.2557428942849676 ,0.40097001953431227
64 ,0.24492857749778144 ,0.35807135168243276
66 ,0.2366629901314764 ,0.33326242611274776
68 ,0.28744948286581296 ,0.3315670946190366
70 ,0.2570976992374985 ,0.25912871890472117
72 ,0.0 ,0.0
74 ,0.0 ,0.0
76 ,0.0 ,0.0
78 ,0.0 ,0.0
80 ,0.0 ,0.0
82 ,0.0 ,0.0
84 ,0.0 ,0.0
86 ,0.0 ,0.0
88 ,0.0 ,0.0
90 ,0.0 ,0.0
